"","minute","temp_mean","sal_mean","depth_mean"
"1",2021-01-15 09:54:00,29.1633333333333,34.79257546,-0.009
"2",2021-01-15 09:55:00,29.1733333333333,34.5543172083333,-0.00533333333333333
"3",2021-01-15 09:56:00,29.1533333333333,34.4757793666667,0.252833333333333
"4",2021-01-15 09:57:00,29.1483333333333,34.3733609516667,0.271
"5",2021-01-15 09:58:00,29.1333333333333,34.3571665233333,0.2935
"6",2021-01-15 09:59:00,29.1266666666667,34.3647402433333,0.2655
"7",2021-01-15 10:00:00,29.13,34.3247337916667,0.263
"8",2021-01-15 10:01:00,29.1133333333333,34.3271442033333,0.2845
"9",2021-01-15 10:02:00,29.1233333333333,34.2713045883333,0.2575
"10",2021-01-15 10:03:00,29.1566666666667,34.2010426016667,0.248833333333333
"11",2021-01-15 10:04:00,29.1483333333333,34.1997391483333,0.285166666666667
"12",2021-01-15 10:05:00,29.1766666666667,34.1327508383333,0.266166666666667
"13",2021-01-15 10:06:00,29.1783333333333,34.1037702,0.261833333333333
"14",2021-01-15 10:07:00,29.195,34.09413979,0.268333333333333
"15",2021-01-15 10:08:00,29.1966666666667,34.063554215,0.2815
"16",2021-01-15 10:09:00,29.1983333333333,34.0512813083333,0.261166666666667
"17",2021-01-15 10:10:00,29.2133333333333,34.08667679,0.263666666666667
"18",2021-01-15 10:11:00,29.1966666666667,34.1485331833333,0.271333333333333
"19",2021-01-15 10:12:00,29.1966666666667,34.0902059966667,0.267
"20",2021-01-15 10:13:00,29.1466666666667,34.05866182,0.269833333333333
"21",2021-01-15 10:14:00,29.0866666666667,34.00400025,0.261
"22",2021-01-15 10:15:00,28.8083333333333,34.0012720033333,0.273333333333333
"23",2021-01-15 10:16:00,28.7333333333333,34.0001750466667,0.261333333333333
"24",2021-01-15 10:17:00,28.74,33.9783734033333,0.281333333333333
"25",2021-01-15 10:18:00,28.805,33.9798004683333,0.271833333333333
"26",2021-01-15 10:19:00,28.7466666666667,33.590929,0.271
"27",2021-01-15 10:20:00,28.8233333333333,33.8594068366667,0.276833333333333
"28",2021-01-15 10:21:00,28.8166666666667,33.862649475,0.2605
"29",2021-01-15 10:22:00,28.8,33.7685701583333,0.254
"30",2021-01-15 10:23:00,28.885,33.7519491233333,0.2665
"31",2021-01-15 10:24:00,29.0333333333333,33.7506907516667,0.247666666666667
"32",2021-01-15 10:25:00,29.0616666666667,33.744147025,0.2695
"33",2021-01-15 10:26:00,29.11,33.8441719816667,0.2775
"34",2021-01-15 10:27:00,29.2266666666667,33.92407065,0.253
"35",2021-01-15 10:28:00,29.1833333333333,33.933402705,0.259666666666667
"36",2021-01-15 10:29:00,29.1666666666667,33.907096435,0.2925
"37",2021-01-15 10:30:00,29.19,33.84606854,0.279
"38",2021-01-15 10:31:00,29.3483333333333,33.7205488383333,0.251166666666667
"39",2021-01-15 10:32:00,29.295,33.5418418583333,0.262666666666667
"40",2021-01-15 10:33:00,29.1883333333333,33.10596493,0.272666666666667
"41",2021-01-15 10:34:00,29.205,32.7232417466667,0.259833333333333
"42",2021-01-15 10:35:00,29.2933333333333,33.26492487,0.255666666666667
"43",2021-01-15 10:36:00,29.2833333333333,33.3864007116667,0.275
"44",2021-01-15 10:37:00,29.2933333333333,32.8966488683333,0.260166666666667
"45",2021-01-15 10:38:00,29.2916666666667,32.867044945,0.246333333333333
"46",2021-01-15 10:39:00,29.3116666666667,33.6077569066667,0.269
"47",2021-01-15 10:40:00,29.2666666666667,33.8079651816667,0.2675
"48",2021-01-15 10:41:00,29.3033333333333,33.6402014066667,0.2445
"49",2021-01-15 10:42:00,29.3466666666667,33.721541035,0.261166666666667
"50",2021-01-15 10:43:00,29.34,33.7870589666667,0.289
"51",2021-01-15 10:44:00,29.3683333333333,33.7183731633333,0.259333333333333
"52",2021-01-15 10:45:00,29.37,33.6451489683333,0.254833333333333
"53",2021-01-15 10:46:00,29.37,33.5962376316667,0.258333333333333
"54",2021-01-15 10:47:00,29.3516666666667,33.559091755,0.268666666666667
"55",2021-01-15 10:48:00,29.3983333333333,33.6358587466667,0.272666666666667
"56",2021-01-15 10:49:00,29.4,33.6541610466667,0.2685
"57",2021-01-15 10:50:00,29.4066666666667,33.6434500166667,0.258833333333333
"58",2021-01-15 10:51:00,29.39,33.654042185,0.248666666666667
"59",2021-01-15 10:52:00,29.395,33.6581548583333,0.272166666666667
"60",2021-01-15 10:53:00,29.4133333333333,33.67203159,0.268666666666667
"61",2021-01-15 10:54:00,29.4116666666667,33.6688414716667,0.2445
"62",2021-01-15 10:55:00,29.405,33.6746084533333,0.261666666666667
"63",2021-01-15 10:56:00,29.4083333333333,33.5862833133333,0.271333333333333
"64",2021-01-15 10:57:00,29.3816666666667,33.55496438,0.241333333333333
"65",2021-01-15 10:58:00,29.4066666666667,33.5212442633333,0.240666666666667
"66",2021-01-15 10:59:00,29.435,33.425877175,0.2615
"67",2021-01-15 11:00:00,29.4033333333333,33.4781312433333,0.247
"68",2021-01-15 11:01:00,29.3816666666667,33.4592087516667,0.241333333333333
"69",2021-01-15 11:02:00,29.385,33.4909717016667,0.269166666666667
"70",2021-01-15 11:03:00,29.3283333333333,33.6058435016667,0.264833333333333
"71",2021-01-15 11:04:00,29.26,33.6091345616667,0.246666666666667
"72",2021-01-15 11:05:00,29.2366666666667,33.5799196466667,0.256166666666667
"73",2021-01-15 11:06:00,29.225,33.5962363466667,0.299166666666667
"74",2021-01-15 11:07:00,29.1933333333333,33.59674059,0.288833333333333
"75",2021-01-15 11:08:00,29.1616666666667,33.62113693,0.28
